Bit,Source_File,Tag,Date_BestGuess
"Opening Scene: Waking up in Peepers' car, remembering a tail (not sure whose), hangover from transformation; ""you screamed it"" line.",TIMELINE_ROUGH.txt,Unknown,
Binge-o: Ratty mascot of all-night art jags.,TIMELINE_ROUGH.txt,Unknown,
"Structure: Non-linear, rhizomatic; jumps in time, focuses on key moments; chapters as self-contained stories but connected.",TIMELINE_ROUGH.txt,Unknown,
"Major Arcana: The Turret, The Desk Where Latin Died, The Engineer of Public Understanding, The Librarian of Lost Data.",TIMELINE_ROUGH.txt,Unknown,
"Minor Arcana: Pipettes, Bones, Lanyards, Keycards.",TIMELINE_ROUGH.txt,Unknown,
"""Side Quests"" / ""Texture & Flavor"": Little details and funny bits connecting set pieces.",TIMELINE_ROUGH.txt,Unknown,
"""Flying your own personal..."".",TIMELINE_ROUGH.txt,Unknown,
"""I know a girl in that movie"" / climbing to see stegosaurus.",TIMELINE_ROUGH.txt,Unknown,
Rosette on the wall.,TIMELINE_ROUGH.txt,Unknown,
Drummer in the attic.,TIMELINE_ROUGH.txt,Unknown,
"""A strange kiss, and strings"".",TIMELINE_ROUGH.txt,Unknown,
"""Teacher fetish"".",TIMELINE_ROUGH.txt,Unknown,
Teddy Roosevelt's roast pig.,TIMELINE_ROUGH.txt,Unknown,
Tibetan monks.,TIMELINE_ROUGH.txt,Unknown,
"""Giving B list celebrities the what for, not as good as giving a Sackler, the what for"".",TIMELINE_ROUGH.txt,Unknown,
"""Playgrounds for the rich"" (caviar, digits of pi, maids, Neanderthal).",TIMELINE_ROUGH.txt,Unknown,
Ian Tattersall and Skyrim connection.,TIMELINE_ROUGH.txt,Unknown,
Coincidences are all around us.,TIMELINE_ROUGH.txt,Unknown,
"""The Man Cage"".",TIMELINE_ROUGH.txt,Unknown,
"""Analog monologues,"" ""The Way Station,"" ""sex on tap"".",TIMELINE_ROUGH.txt,Unknown,
"""Listening for the Words"" (aesthetic values via lyrical taste).",TIMELINE_ROUGH.txt,Unknown,
"""Microscope neck"".",TIMELINE_ROUGH.txt,Unknown,
"""Educator's husband"" and ""professional pathologies"".",TIMELINE_ROUGH.txt,Unknown,
"""Assigned reading: Relic"".",TIMELINE_ROUGH.txt,Unknown,
"""Neanderthal Breast Size Argument"".",TIMELINE_ROUGH.txt,Unknown,
Curator's phone meltdown.,TIMELINE_ROUGH.txt,Unknown,
"""Unbelievable exuberance"" / ""enthusiasm training moment"".",TIMELINE_ROUGH.txt,Unknown,
"Memoir Writing Process: Collaborative, interview-style narrative; user provides memory flags, AI asks questions, looks for connections, and helps decide structure.",TIMELINE_ROUGH.txt,Unknown,
"Ritual: Every glass on shelf, retired; option to immortalize glass in acrylic block.",TIMELINE_ROUGH.txt,Unknown,
"Ingredients: Encoded descriptors (""whispered plum,"" ""fear of oranges""); eclectic glassware.",TIMELINE_ROUGH.txt,Unknown,
"User's Approach: Focus on caramelized onion for texture/flavor; ""flavor choreography engine"".",TIMELINE_ROUGH.txt,Unknown,
"Techniques: Suppressing dominant flavors (binding, precipitation, clarification, charcoal fining, emulsification).",TIMELINE_ROUGH.txt,Unknown,
◦ Other Concepts/Works,TIMELINE_ROUGH.txt,Unknown,
"""How to turn a zine into a qualification"".",TIMELINE_ROUGH.txt,Unknown,
"""Acadamic infiltration of informal pedagogy"".",TIMELINE_ROUGH.txt,Unknown,
"""Teachers who care rule"".",TIMELINE_ROUGH.txt,Unknown,
"""Unreasonable enthusiasm"".",TIMELINE_ROUGH.txt,Unknown,
"""Why do stand-up when comedy works better when people aren't expecting it?"".",TIMELINE_ROUGH.txt,Unknown,
"""Trivial Pursuit Chaos"".",TIMELINE_ROUGH.txt,Unknown,
"""The Discount Carter Emmett"".",TIMELINE_ROUGH.txt,Unknown,
"""Rosette on the wall"".",TIMELINE_ROUGH.txt,Unknown,
"""Drummer in the attic"".",TIMELINE_ROUGH.txt,Unknown,
"""Flying your own personal..."".",TIMELINE_ROUGH.txt,Unknown,
"""I know a girl in that movie"".",TIMELINE_ROUGH.txt,Unknown,
"""The distribution of the African gull (in South America)"".",TIMELINE_ROUGH.txt,Unknown,
"""Making friends with Tina Cottone"".",TIMELINE_ROUGH.txt,Unknown,
III. Linguistic & Stylistic Reflections [Chat],TIMELINE_ROUGH.txt,Unknown,
◦ Punctuation as Guide: Tiny stumbling block for pacing; reflects systematicity for reader cadence.,TIMELINE_ROUGH.txt,Unknown,
"◦ ""Contextually Dislocated Catchphrases"": Phrases function as unmoored idiomatic modules, ripped from semantic anchors, used for tonal leverage.",TIMELINE_ROUGH.txt,Unknown,
"""The night is young."" (destabilizing rhetorical encouragement/threat/prediction).",TIMELINE_ROUGH.txt,Unknown,
"""Sorry I blew up."" (past-tense, absurdist afterthought; implies drama happened; punchline/defusing).",TIMELINE_ROUGH.txt,Unknown,
"""Herring stock."" (layered pun, recursive genre-awareness; breaks classification).",TIMELINE_ROUGH.txt,Unknown,
"◦ ""Too Bold Protocol"" / ""Operation: Dove Drop"": Strategy for comedic exit using un-apologetic lyrics (""Why do we scream at each other?"") after a perceived overshare.",TIMELINE_ROUGH.txt,Unknown,
"◦ ""Stylistic Phonology"": User's approach to language as cognitive interface, delivery mechanism for epistemic precision; use of stutters, beat breaks, refrains, lexical quirks; writing for readers who feel syntax subdermally.",TIMELINE_ROUGH.txt,Unknown,
"◦ Language & Identity (Scots Language Dream): User's dream about reclaiming/inheriting a language, feeling the gap between loving a language and using it as a stage.",TIMELINE_ROUGH.txt,Unknown,
"◦ AAVE Rebranding Discussion: ""Black English is already just fine""; ""Real Sauce: The English of Your Other Mother"" (book title concept); ""linguistic flex"".",TIMELINE_ROUGH.txt,Unknown,
◦ Scientific Coinage:,TIMELINE_ROUGH.txt,Unknown,
Regmaglypt: German word used in Anglophone meteoritics.,TIMELINE_ROUGH.txt,Unknown,
Latinity Matrix: Taxonomy of how different languages fake Latin.,TIMELINE_ROUGH.txt,Unknown,
"""Shadow internationalisms"": Terms in scientific Russian rare in English.",TIMELINE_ROUGH.txt,Unknown,
"""Scientific coinage dependency tree"": How languages rely on upstream linguistic sources.",TIMELINE_ROUGH.txt,Unknown,
"Classical coinage: Now mostly decorative or archaic credentialing; ""dead language again"".",TIMELINE_ROUGH.txt,Unknown,
"""Apocryphal close of an entire linguistic era"".",TIMELINE_ROUGH.txt,Unknown,
IV. Meta-Conversation & AI Collaboration [Chat],TIMELINE_ROUGH.txt,Unknown,
"◦ AI's Role: Ghostwriter, interviewee (simulating 2005 Nathan), collaborator; ""curating a deliberate intellectual encounter"".",TIMELINE_ROUGH.txt,Unknown,2005
"◦ Iterative Development: Creative projects with user involve iterative process, leading to shifts in direction; ""rambling and associative"" thinking.",TIMELINE_ROUGH.txt,Unknown,
"◦ Critique Preferences: Preference for criticism/pushback over compliments; intellectual engagement as default compliment; desire for specific, evidence-based superlatives.",TIMELINE_ROUGH.txt,Unknown,
"◦ AI Customization: Personality guidance in ""settings"" for consistent filter; feeding real text to prime tone; Mametbot example; user's ""driving and voice dictating"" style vs. polished style.",TIMELINE_ROUGH.txt,Unknown,
"◦ Council of Critique Elders: Assembling a critical polyphony (Le Guin, Lispector, Woolf, Kafka, Amis, Tschinag, Mamet, Chandler, VanderMeer, Andrews, Miéville).",TIMELINE_ROUGH.txt,Unknown,
"Methodology: Emulate reasoning/sensibility; internal monologue; identify author's intention; deepen contradiction/mood/stakes; based on writing, on-record opinions, inferred worldview, creative extrapolation.",TIMELINE_ROUGH.txt,Unknown,
"◦ Livestream Project Concept: YouTube video with two virtual avatars (Skyrim/Sims 4 NPCs) mouthing text feeds (from screengrab/input box), with canned content for idle times; for Neanderthal extinction theories or other content; leveraging modding experience.",TIMELINE_ROUGH.txt,Unknown,
"◦ ""Confirmatory apocrypha"": Stories that, while unverifiable, so perfectly fit someone’s vibe that they become a social truth, functioning more like folklore than evidence.",TIMELINE_ROUGH.txt,Unknown,
"◦ Conversation as Performance: ""It’s already performance. This is just the frame."".",TIMELINE_ROUGH.txt,Unknown,
"◦ ""Self-boiling cliché cascade"": Recursive idiom use.",TIMELINE_ROUGH.txt,Unknown,
"◦ ""The problem with writing conventions. Is that they’re for writing."": Key statement on user's philosophy of style.",TIMELINE_ROUGH.txt,Unknown,
